args	labels
social media platforms allow to more transparency of information as it reduces dependency on a small elite groups that see themselves as the owners of the truth for society.	True
if used wisely, social media brings more good. the problem is about people not knowing how to use appropriately.	False
social media help to bring people who may physically not be able to see on a regular basis to keep in touch and have at least a general view on how things are going.	True
a low bar of entry makes it easy to share information to a large group of audience.	False
social media has opened up a different world and has brought economic, social and cultural benefits to the world. openness and transparency have increased as a result of social media	True
brings together people towards a common cause which cannot be easily done via traditional methods	False
social media is a great way to connect with distant friends and family, sharing photos and stories with people they cannot regularly connect with.	True
social media let you find information or people just with a click	False
social media provides an opportunity for everybody's voice to be heard, irrespective of their background, race, gender or religion.	True
dog fail videos are hilarious and boost the spirits of people who watch them. laughter is the best medicine.	False
social media is a platform for speaking out against social injustice, oftentimes bearing witness to events in real-time. platforms like twitter galvanize large populations into action.	True
social media supports a plethora of niche interests. it's a novelty to connect with people who have very similar interests to me. they become the only people i want to talk to.	False
social media can help people maintain connections with people and groups such as old school classmates and former neighbors, expanding their social connections.	True
social media is good because it provides us perspective around the world which we ourselves may sometime lack.	False
social media can allow friends and family members to more actively stay aware of each other's life events.	True
like it or not social media is part of living in 2018. sure it has problems, yes it has advantages and my 2 cents is everything in moderation.	False
social media can be used to quickly mobilize large numbers of people for good after disasters or personal tragedies as seen in the many charitable gofundme campaigns.	True
information spread is faster than traditional way and it is less regulated.	False
social media can be used to quickly mobilize large numbers of people for good after disasters or personal tragedies as seen in the many charitable gofundme campaigns.	True
no, i don't agree. with proper personal hygiene and regulatory frameworks in place, social media can help next generation, who will be technology oriented unlike past. proper education is what matters most.	False
social media is a great way to keep in touch with friends and family.	True
new ways to consume media inspires new content on each respective platforms	False
social media, if rightly used, can help in connecting with people who can help both personally and professionally.	True
simple and nice way to keep up to date and communicate with family members that are close in life but far away in geography.	False
social media allows people to find and connect to old friends and relatives that they haven't seen in a long time.	True
you'll never forget friends bithday as social network reminds you of that event.	False
we can get more information from world wide because of social media than before which gives us much opportunity to widen our thoughts.	True
social media supports a plethora of niche interests. it's a novelty to connect with people who have very similar interests to me. they become my favorite people to talk to.	False
social media allows people to self organise and protest against opression. the arab spring was a great example of this.	True
anything that connects people together cant be bad	False
social media helps us connect to people all around the world.	True
social media allows people to follow their idols and their whereabouts.	False
social media makes it much easier to stay in touch with friends and family who are geographically separated.	True
research shows that the number of social connections one has is directly related to one's happiness and social media increases connections online.	False
social media is an instrument that provides the right to normal people to get connected to powerful politicians and people to directly interact. this medium was no there before.	True
social media is a reflection of the real world which brings good and bad. on the whole it brings the world closer together.	False
using sparingly, social media helps connecting people together, across boundaries of frontiers, time zones, languages, and backgrounds. it really saves time in that respect.	True
opens up the world with news/politics/sports/science/photography/entertainment/ tourism to general people.	False
social media connects billions of people and has provided an extra tool for communication to family, friends and loved ones. by design, it is a mostly a tool for good not for nefarious purposes.	True
social media brings more good than harm based on what you are looking for and what level of information you are willing to share, example, they can centralize your trusted news source.	False
social media helps family members stay in touch with one another.	True
social media is a cheap and always on medium for me to connect with near and dear whenever i wish. how can that bring harm?	False
social media allows us to connect with people all over the world and brings communication through different mediums allowing people to express themselves in different ways than ever before.	True
social media gives business platform to interact with their customers faster.	False
social media, when authentic (and, at times, even when filled with lies), brings the humanness in our humanity. it now serves science, policy-making and justice.	True
used correctly and with a critical eye as to what one is reading, social media can keep distant friends 'involved' in our lives; they can stay up to date with your latest adventures.	False
social media is the quickest way to reach out for any kind of help specially in case of emergencies.for eg. in india people traveling in trains are using twitter to reach out for any support.	True
its a good way to make money reducing expenses	False
social media enables global communication and activism towards good causes	True
we should promote the correct usage of social media, rather than banning it or discontinuing it in any way. people should develop the brilliance to use any platform in a constructive way	False
professional social media sites allow people the opportunity to make connections with others in their industry to share ideas and employment opportunities.	True
social media is just another piece of technology, and shows how creative are human beings.	False
social networks can help connect people who are geographically apart	True
how easy it is now, to share what i want to share, and what i want to see. if i am a sane person, i can still use the platform judiciously.	False
social media can be a very good source of information, business ideas as well as social relations. it is up to the user to believe/verify/reject any information.	True
when used to communicate important safety and security information, whether nature or man made events, social media is helpful. but personal info security needs significant improvements.	False
social media keeps friends connected whether near of far, keeping relationships fresh.	True
by design social media is good it is became broader but less engaging people	False
people can connect to other people they know or who have similar interests	True
a low bar of entry makes it easy to share information to a large group of audience.	False
social media helps keep the family together despite distance, time zones and language	True
social media often reflects the real life activities of real people	False
social media allows people to keep in touch with their loved ones who are far away from them.	True
social media helps people get informed and connect, without the fuss of having to contact all of your friends and family every day or week.	False
part of being a human being is feeling connected. social media helps keep us from becoming isolated as we age and our social contact wanes.	True
social media has lots of useful real time data &amp; information. if use wisely you can gain knowledge in short time.	False
social platforms provide society the means to generate support for a genuine cause when the need arises.	True
the internet is better than sitting in front of the tv, at least you might learn something.	False
social media democratizes access to information and exchange of ideas between individuals. this promotes community awareness of their current situation and future possibilities.	True
social media make personal world wide and bring person to unknown world	False
social media allows the common people around the world to have access to new experiences otherwise reserved only for those who could travel abroad.	True
social media cuts down on gas because people don't have to leave their house to interact.	False
social media makes it much easier to stay in touch with friends and family who are geographically separated.	True
social media connect people that otherwise would never communicate at all	False
social media is great, it allows me to stay in touch with many friends.	True
social media depends on how individuals use. this means that we have many opportunities to gain various benefits from sm.	False
social media promotes engagement and can be a good outlet for shutins or others, such as the socially awkward who struggle with in person interaction.	True
in my opinion providing voice to common man/women to highlight their day to day issue to concerned authorities has been one of the biggest advantages of social media.	False
social media allow for extended network and unrestricted communication across the globe	True
social media reaches many user groups that would otherwise not have been addressed.	False
social media allows the common people around the world to have access to new experiences otherwise reserved only for those who could travel abroad.	True
social media has a positive impact on marketing for clients. it is inexpensive and hits the masses.	False
social media allows to connect people around the globe as easy as it can be.	True
social media saves postal and telecomms costs for example for birthday and christmas cards	False
social networks can help connect people who are geographically apart	True
social medias can make relatives closer with instant news and photos.	False
social media helps family members stay in touch with one another.	True
network with employees of other companies for mutual benefit.	False
social media provides an opportunity for everybody's voice to be heard, irrespective of their background, race, gender or religion.	True
social media are leading to a more accountable society.	False
social media provides an outlet, and a connection, for people who wish to reach out beyond their immediate circle fo acquaintances. this can boost their happiness, and their mental health, by reducing feelings of isolation.	True
it is a powerful tool to voice one's opinion and bring to forefront what you think requires attention.	False
social media helped us to be connected with our friends and relatives and also with colleagues and their life updates. it helps to make new connections also. some important news are shared on social media.	True
social media is very helpful to keep in touch with people, which was otherwise very difficult. we are able to send messages to specific groups of people and interact with them easily.	False
social media was used during terror attacks to help save lives	True
social media connect people that otherwise would never communicate at all	False
social media enables us to keep in contact with friends and family, even if just seeing photos and life updates.	True
social media doesn't bring harm. it is users using it for private. it is good for instant messaging and crowdsourcing. what if we had the tool that could determine if a message is private?	False
social media helps family members stay in touch with one another.	True
ability to express oneself without fear has allowed more and more folks to raise awareness on topics ignored by the mainstream media	False
we see issues like me-too movements are getting reported in social media. all mismanagement gets immediately reported in social media now a days. social media platform has evolved as defender of justice for human society.	True
the easiest way to know about what is going on in the world is with social media. social movements like #metoo thrived on social media. could not have done it otherwise.	False
social media allows people to stay in touch, even though they live in opposite parts of the world.	True
allows one to find connections and support on topics not represented in your local community (eg gay youth in conservative areas, forums for people dealing with rare diseases)	False
social media give's a lot of easy to access information, which makes people more informed.	True
we can stay in touch with old friends, via social media, and see what they are doing with their life	False
social media provides an easy way for social groups to communicate and share material with individual members.	True
"social media has the benefit of ""wisdom of the masses"", if there is anything you need to know, anything you want a different opinion on, you can get that from the wide platform provided by sm."	False
social media brings more good than harm because it encourages people to speak with others who are different from themselves by virtue of connecting people from around the globe.	True
social media uses smart algorithms to determine what ideas can become viral (and usually they are the more important ones) and exposes them to the masses.	False
using social media people can travel around the world and stay connected to their family and friends	True
the social media is contribute to the global economy.. people can make money in a better and easier way	False
social media is an effective mechanism by which social movements can gain attention - for example, it often enables the spread of messages or awareness about protest movements in other countries.	True
social media can make people feel better about themselves when they got likes on their photos or posts.	False
social media allows individuals an escape from oppressive communities, and find a safe space for them to express themselves	True
social media is used to reach a vast number of people and can bring public attention to charities and causes that rely on people's contributions.	False
social media allow people to meet other people with the same interest, no matter how far they live	True
social media can create a better world by connecting people that would have never met otherwise. it can help bring together different cultures such as create a conversation between an israeli and an iranian	False
social media allows for easily accessible information about a variety of topics like politics and science, leading to a more informed populace.	True
social networks help coordinate between people against an oppressive regime	False
social media allows people who are secluded in their communities, such as closeted gay youth in homophobic communities, to easily find anonymous support structures that help them get through difficult circumstances.	True
social media it a way to communicate with other people in the society, to tell them and share their feelings.	False
social media connects immediately people who live far apart. you can follow your friends and family from afar and improve your relationships with them.	True
social media allows for the doxxing of unsavory characters like sexual assaulters/nazis/racists etc. so that they can be held accountable and others know not to engage with them.	False
social networks help coordinate between people against an oppressive regime	True
more opportunities for political campaigns: the cost of pushing for a campaign in social media is cheaper (almost free) compared to real life campaigns. thus, politics become more accessible.	False
social media allows for connectivity to a larger number of people that you know, and even though those relationships may be shallow in many cases, this does not make them detrimental or superfluous.	True
the massive revenue that social media companies earn has allowed them to reinvest their earnings into new technologies, such as automatic moderation and content organization.	False
social media allows celebrities, politicians, and other public characters to create accessible platforms and spread their message.	True
social media employs programmers who are steadily improving site quality and creating spillover research which improves the internet as a whole.	False
social media can help people who struggle with social anxiety or are bullied in every day life form other communities on the internet.	True
social media keep and remind you all of your good experiences, so its help you to remain your satisfaction along your life.	False
people more informed: social media lead to constant information. also, people are more likely to read news because articles pop up in feed, so they are more likely to be drawn to read them.	True
individuals can share information with their friends over social media, allowing them to access news which interests them and is more likely to get them engaged.	False
social media is used to reach a vast number of people and can bring public attention to charities and causes that rely on people's contributions.	True
social media has facilitated revolution in certain fascist states by making the airing of grievances easier.	False
social media allows us to find real friends, regardless of geographical proximity	True
social media is a massive industry which employs tens of thousands of workers.	False
social media is a way of creating groups of colleagues / classmates, sharing useful information and helping each other.	True
social media communication services create an infrastructure for organizing protests against aggressive governments.	False
social media allows for a vast number of people to connect and raise their awareness on issues in the world that they would otherwise not be aware of.	True
social media allows small political parties to interact with their voters and the public in general without spending too much money, making the democratic process more equal and fair	False
social networks help inform people about current events and keep people more informed	True
better way for people to be exposed to politic, so they can be more involved and influence on their country direction.	False
"social media brings more good than harm because it gives ""little people"" a voice that the media denies them, as we saw when the me too movement began on twitter."	True
social media has allowed for entirely new economies to emerge, allowing more people to live middle and upper-class lifestyles while having jobs that they enjoy, such as being a social media influencer.	False
social media contributes to world globalisation.people from all around the world can be in contact and exchange knowleg and information on their well being.	True
people can launch an online career through social media thus giving them a financial venue.	False
social media is a powerful broadcasting tool to inform the masses, even if they aren't actively interested in the broadcast subject.	True
this is a better way to send a message between all of your co-workers, students, your employees,	False
social media allows people to meet like minded individuals and have more fulfilling connections despite barriers.	True
i will always find supportive communities on social media and affectionate people to any situation i'm in, so i'm less likely to be depressed and feel misunderstood	False
social media brings more good than harm because it is a powerful tool to fight social isolation, which is damaging to one's physical and mental well-being, especially for house-bound people.	True
save time in your work. you can do more missions because you can easily connect withe people that you need to connect with, or people that can help you.	False
social media allows for people with similar interests and values to form communities across the global, allowing for more cultural understanding and diffusion.	True
the social media is contribute to the global economy.. people can make money in a better and easier way	False
social media provides a platform for more direct to the public sources of news and information which can lead to a more informed populous when it comes to their important issues.	True
social media is a great way to spread your ideas and the things you are working on, from the comfort of your home you can access and influence the whole wide world.	False
social media improves communication and empathy between people in a busy and hectic world, by sharing what is going on in their life with others.	True
social media brings more good than harm because it helps businesses to promote themselves that might not have been able to advertise and succeed using older technologies.	False
social media has provided the ability for marginalized peoples, such as lgbtq youth, a support network that makes them feel like part of a broader community which improves the quality of life immeasurably.	True
social networks help people discover what interests them and develop new ideas which create more pluralism	False
social media is used to reach a vast number of people and can bring public attention to charities and causes that rely on people's contributions.	True
social media help entertain us in our empty time. if in the past we spent a lot of time doing nothing, now we can easily catch up with our friends or look at cat video.	False
active dissemination of information through social media allows people to hold companies and states more accountable and makes it harder for them to hide heinous actions.	True
social media provides an avenue for crowd-funding for charity or a personal cause that can reach a wider audience much faster.	False
social media is an effective mechanism by which social movements can gain attention - for example, it often enables the spread of messages or awareness about protest movements in other countries.	True
social media quantifies our experiences, allowing us to find the positive parts in our lives and they we've improved, giving meaning to our experiences and lives	False
social media allows individuals an escape from oppressive communities, and find a safe space for them to express themselves	True
social media brings more good than harm because it brings people joy, or they would not keep using it in such large numbers.	False
social media allows us to gather support for important causes, allowing to disenfranchised communities to gain popular support they would never get otherwise	True
social networks help people discover what interests them and develop new ideas which create more pluralism	False
social media allows us to remain in contact with people with whom we've lost touch, and still be engaged with their lives, even when they are far away	True
more opportunities for political campaigns: the cost of pushing for a campaign in social media is cheaper (almost free) compared to real life campaigns. thus, politics become more accessible.	False
social media allowes people to stay in touch with eachother, by sending masseges, sharing pictures, and forming groups.	True
social media uses smart algorithms to determine what ideas can become viral (and usually they are the more important ones) and exposes them to the masses.	False
social media improves communication and empathy between people in a busy and hectic world, by sharing what is going on in their life with others.	True
social media are a helpful tool that is no more harmful than any other modern technology. banning is not the solution.	False
social media brings more good than harm because it makes the marketplace of ideas much larger and allows more competition between ideas, which will lead to better ideas winning out.	True
people can launch an online career through social media thus giving them a financial venue.	False
social media allows us to remain in contact with people with whom we've lost touch, and still be engaged with their lives, even when they are far away	True
the massive revenue that social media companies earn has allowed them to reinvest their earnings into new technologies, such as automatic moderation and content organization.	False
social media allows individuals an escape from oppressive communities, and find a safe space for them to express themselves	True
in a busy and a noisey world, people can read news very easily via social media	False
social media enables people to talk to friends and family and learn about their lives even when they are far away, thus helping people that feel lonely or are away from their loved ones	True
social media help entertain us in our empty time. if in the past we spent a lot of time doing nothing, now we can easily catch up with our friends or look at cat video.	False
social media improves communication between friends and family members who live far away from each other.	True
social media connects between celebrities to their fan base, making them less “god like” and promoting people to follow them in a more positive way.	False
social media allows the average person to present our creative endeavors and accomplishments to the world which allows us self expression and a sense of recognition on a scale like never before.	True
social media allows people to share their ideas to a wider platform of people, meaning they can get more support even if they can afford an a in a newspaper.	False
social media allows the average person to present our creative endeavors and accomplishments to the world which allows us self expression and a sense of recognition on a scale like never before.	True
social media serves as an archive of photographs and posts which can easily be managed and saved for future use.	False
social media allows people who are secluded in their communities, such as closeted gay youth in homophobic communities, to easily find anonymous support structures that help them get through difficult circumstances.	True
social media gives a platform for all ranges of minoretis to have a say and represent them self's.	False
social media communication services create an infrastructure for organizing protests against aggressive governments.	True
social media shows you thing to aspire to that you won’t think of otherwise. going to trips, trying for new jobs, changing your attitude and more.	False
social media can help people who struggle with social anxiety or are bullied in every day life form other communities on the internet.	True
social media uses smart algorithms to determine what ideas can become viral (and usually they are the more important ones) and exposes them to the masses.	False
social media brings more good than harm because it allows people to communicate with others whom they would never have met previously.	True
social media enable making mass social experiments and servies easily, and so making the act of collecting data easier, cheaper, faster and wider spread	False
social media allows us to gather support for important causes, allowing to disenfranchised communities to gain popular support they would never get otherwise	True
social media serves as an instrument to memorialize moments in time that may have otherwise been lost.	False
"various platforms have created an option to ""check-in""during disasters, allowing loved ones to know you're safe more easily and without using up a lot of bandwidth, which is very valuable in a crisis"	True
social media brings more good than harm because it helps businesses to promote themselves that might not have been able to advertise and succeed using older technologies.	False
more opportunities for political campaigns: the cost of pushing for a campaign in social media is cheaper (almost free) compared to real life campaigns. thus, politics become more accessible.	True
social media exposed most users to types of content they never would've seen otherwise, thus encouraging a broader mind set	False
social media give's a lot of easy to access information, which makes people more informed.	True
social media brings more good than harm because it facilitates communication in repressive countries, as we saw from twitter's use in planning the arab spring.	False
social media provides an easy way for people to network and form professional connections that can help them in the long term.	True
social media allows celebrities and institutions to disseminate information far more efficiently.	False
social media lets people keep in touch with far away loved ones.	True
social media allows politicians to connect with the public, providing the public with better and more reliable information about them.	False
social media brings more good than harm because it allows people to communicate with others whom they would never have met previously.	True
with social media i'm more exposed to different ideas and experiences other people have, so i can more easily find whatever suits me and reach self fulfillment	False
social media lets you stay in touch with friends over a better and more capable platform than texting.	True
allows individuals to easily share sad news (like the death of a loved one) once without the emotional burden of informing each acquaintance individually	False
social media provides a unique way for in-the-closet lgtbs living in conservative areas to be part of virtual communities and communicate with other people like them.	True
social media allows people to share their ideas to a wider platform of people, meaning they can get more support even if they can afford an a in a newspaper.	False
social media is a way of creating groups of colleagues / classmates, sharing useful information and helping each other.	True
social media quantifies our experiences, allowing us to find the positive parts in our lives and they we've improved, giving meaning to our experiences and lives	False
social media has decentralized news generation and consumption, allowing many issues such as police brutality in the united states that have been ongoing for years to finally enter the public consciousness and be addressed.	True
social media brings more good than harm because it brings people joy, or they would not keep using it in such large numbers.	False
social media allows for people with social limitations such as anxiety to make connections or online friends thus lessening their loneliness.	True
more opportunities for political campaigns: the cost of pushing for a campaign in social media is cheaper (almost free) compared to real life campaigns. thus, politics become more accessible.	False
social media allows disenfranchised people to access freely news and job offers, this allows them to stay informed and to advance their lives	True
social media is a platform with very fast information dispersion, such that small artists can develop followings and become famous even without a lot of initial social capital.	False
people can connect between themselves in an easier way than without social media.	True
social media connects between celebrities to their fan base, making them less “god like” and promoting people to follow them in a more positive way.	False
social media is a way of creating groups of colleagues / classmates, sharing useful information and helping each other.	True
social media managers are a new profession created by social media which increases the amount of money going into our society.	False
social media provides an easy way of crowd sourcing to get advice or answers to questions.	True
social media managers are a new profession created by social media which increases the amount of money going into our society.	False
social media brings more good than harm because it is a powerful tool to fight social isolation, which is damaging to one's physical and mental well-being, especially for house-bound people.	True
people can launch an online career through social media thus giving them a financial venue.	False
social media provides an easy way for social groups to communicate and share material with individual members.	True
social media help dosing dying relationships by updating people about their friends significant moments and instigating chats between them.	False
social media allows for a vast number of people to connect and raise their awareness on issues in the world that they would otherwise not be aware of.	True
social media are a helpful tool that is no more harmful than any other modern technology. banning is not the solution.	False
many revolutions globally have utilized social media as a platform for organization and communication. this allowed for the greater success and solidarity of these movements.	True
social media serves as an instrument to memorialize moments in time that may have otherwise been lost.	False
social media is a platform with very fast information dispersion, such that small artists can develop followings and become famous even without a lot of initial social capital.	True
social media allows for a vast number of people to connect and raise their awareness on issues in the world that they would otherwise not be aware of.	False
social media serves as an archive of photographs and posts which can easily be managed and saved for future use.	True
i will always find supportive communities on social media and affectionate people to any situation i'm in, so i'm less likely to be depressed and feel misunderstood	False
social media allows for information to be shared more freely, which has been an effective method for contesting government abuse and subverting censorship.	True
social media is a place for new journalist / publicists to start finding an audience, thus helping in creating a freer market of ideas.	False
social media quantifies our experiences, allowing us to find the positive parts in our lives and they we've improved, giving meaning to our experiences and lives	True
social media brings more good than harm because it brings people joy, or they would not keep using it in such large numbers.	False
social it allows people which are marginalized and ignored by mainstream media to have a voice, that is potentially heard by the entire population.	True
it is a stage for people who don't necessarily had a chance before to shine and showcase their tallent whrether its a swedish guy uploading videos on youtube or a talented foreign singer	False
social media is a place for new journalist / publicists to start finding an audience, thus helping in creating a freer market of ideas.	True
social media allows celebrities and institutions to disseminate information far more efficiently.	False
social media allows disenfranchised people to access freely news and job offers, this allows them to stay informed and to advance their lives	True
social media has the power to bring change to sociaties that are afraid of their government, such as the arrab spring that started on facebook	False
social media allows for fast communication during environmental and social crises (people can mark themselves safe or let their friends know how things are progressing).	True
most people arent subscribed to a newspaper or watch the news on a regular basis, social media is often the only way they are exposed to news stories, this means we get more informed citizens.	False
social media allows people who are secluded in their communities, such as closeted gay youth in homophobic communities, to easily find anonymous support structures that help them get through difficult circumstances.	True
farm animals destroy biodiversity by grazing on local plants, leading to the extinction for all but the most common plants. vegetarian harvesting does not.	True
vegetarian nutrition is good for the human, they can get and eat food that it’s sorce come from natural and still to have the vetamens that they need.	False
we should adopt vegetarianism because the livestock industry facilitates the spread of disease from animals to people, such as the avian flu or sars.	True
if vegetarianism is more widespread, cultures which practice it are less likely to face discrimination.	False
the meat industry is responsible for a large part of global co2 emmissions. if a large portion of the population becomes vegetarian, this will be significantly reduced.	True
eating animals such as cows and sheep is immoral and is equivalent to murder. vegitarianism is obviously more moral.	False
animals grown for food will often eat entire grasslands out of existence and require more land to be deforested for grazing which leads to the extinction of diverse plant and animal species, vegetarianism prevents this.	True
many processed foods contain animals products like gelatin, which are very unhealthy and not available in vegetarianism.	False
the meat industry requires more plants per unit of energy gained by eating than plant based diets do. vegetarianism therefore means less production - less production means less pollution	True
hunters pollute their environments when they leave shells and trash in nature, which would not occur in vegetarianism.	False
meat is more expensive than fruits and vegetables, therefore people who adopt vegetarianism will have more money	True
because meat is not necessary for a healthy diet, the death and cruelty towards animals caused by meat production is unjustified, and therefore adoption vegetarianism is the moral action.	False
the production of meat is based on a poor use of land, and adopting vegetarianism would allow for higher crop yields that can combat global hunger.	True
eating meat can be bad for your health, and all benefits can be applied by eating vegetarian food; therefore there is no need to adopt animal crulty	False
livestock (particularly cattle) are among the largest sources of potent greenhouse gases (methane) on the planet, and going vegetarian will be more environmentally sustainable.	True
pain and suffer are bad, with less animals dying because of vegetarianism, the world will be a better place	False
adopting vegetarianism is very good for our health. red meat and animal fat are a leading cause for obesity and heart attacks.	True
vegetarian food is very very tasty. the constraint of giving up meat causes vegetarians to invent original and interesting food that those who have not adopted vegetarianism will not think to trying.	False
growing animals for meat requires a lot more water than what is used to grow plant based food for human consumption, so vegetarianism saves water.	True
the mass-scale raising and slaughtering of animals causes a lot of unnecessary suffering and death.	False
deadly diseases like mad cow, cholera, and others start due to human's close proximity with animals, making vegetarians less likely to get these diseases.	True
one society will adopts’s the vegetarian life , other people also would like to try it and be part of it	False
by pushing animals to continuously breed and then treating their children horribly, humans are causing effectively infinite suffering to animals which isn't an issue in vegetarianism.	True
we should adopt vegetarianism because livestock cultivation is the only large source of emissions that could be completely cut without dramatically lowering standards of living, cf. transportation and industry.	False
in many parts of the world, animal waste created in industrial meat production is a major pollutant of local water supplies, and can devastate ecosystems, and widespread vegetarianism would address this.	True
vegetarian food is less prune to deseaes and therefore we will have less sick people in earth	False
vegetarianism has been linked to longer lifespans compared to those with non-vegetarian diets.	True
many processed foods contain animals products like gelatin, which are very unhealthy and not available in vegetarianism.	False
demand for meat is creating an incentive in the developing world to clear ecologically important old growth forests, and by adopting vegetarianism, we can prevent further major environmental damage contributing to global climate change.	True
by adopting vegetarianism, we send to people the message of do no harm, and they may internalize it to their relationships with human beings.	False
people are able to sustain themselves and get the nutrients they need in from a variety of vegetable-based foods. it is therefore unnecessary to hurt animals for food.	True
by pushing animals to continuously breed and then treating their children horribly, humans are causing effectively infinite suffering to animals which isn't an issue in vegetarianism.	False
even if animals are not sentient, they clearly feel pain. we generally believe avoiding pain is the moral thing to do; inflicting pain on animals, or ending their lives, is immoral for this reason.	True
the production of plant based meat for vegetarians increases investment into scientific innovation and increases scientific jobs.	False
vegitarianism helps the environment since growing meat causes significant co2 emission and makes global warming even worse.	True
in a capitalist society the meat industry have incentives only to make more profit, which can mean cutting down on efforts to reduce suffering to the animal.	False
adopting vegetarianism would decrease carbon emissions since we would need less livestock, helping fight climate change.	True
the meat industry is a major polluter, if we all become vegetarian we will minimize pollution and help the enviorment.	False
adopting vegetarianism would decrease carbon emissions since we would need less livestock, helping fight climate change.	True
vegetarian food is very very tasty. the constraint of giving up meat causes vegetarians to invent original and interesting food that those who have not adopted vegetarianism will not think to trying.	False
vegetarianism has a number of proven health benefits, including lower rates of obesity, lower levels of blood sugar and heart disease.	True
hunters pollute their environments when they leave shells and trash in nature, which would not occur in vegetarianism.	False
people are able to sustain themselves and get the nutrients they need in from a variety of vegetable-based foods. it is therefore unnecessary to hurt animals for food.	True
not adopting the vegetarian life we make a society that doesn’t have companion to other animals to show them mercy	False
vegetarianism has a number of proven health benefits, including lower rates of obesity, lower levels of blood sugar and heart disease.	True
vegetarian food is very very tasty. the constraint of giving up meat causes vegetarians to invent original and interesting food that those who have not adopted vegetarianism will not think to trying.	False
meat production in its modern form is cruel to animals and causes significant suffering, and therefore should be abandoned.	True
meat is an inefficient method of calorie production because the majority of calories consumed by animals go into autonomous functions other than muscle growth.	False
animals have feelings and emotions. causing them intense suffering and killing them for our benefit is therefore immoral.	True
eating animals such as cows and sheep is immoral and is equivalent to murder. vegitarianism is obviously more moral.	False
vegetarianism, as activism for the environment, puts the onus of climate activism unto the individual instead of larger corporations, the ones largely responsible.	True
eating animals is very bad for the environment. animal flatulence produces methane which contributes to climate change; vegetarianism would require breeding fewer animals, which is good for the environment.	False
the meat industry requires more plants per unit of energy gained by eating than plant based diets do. vegetarianism therefore means less production - less production means less pollution	True
eating animals is very bad for the environment. animal flatulence produces methane which contributes to climate change; vegetarianism would require breeding fewer animals, which is good for the environment.	False
growing animals harms the environment way more than growing plants, therefore becoming vegetarians helps the environment.	True
farm animals destroy biodiversity by grazing on local plants, leading to the extinction for all but the most common plants. vegetarian harvesting does not.	False
the meat industry is a major polluter, if we all become vegetarian we will minimize pollution and help the enviorment.	True
